Date,Actual system demand
23/01/2021 22:00,32919
23/01/2021 22:30,31642
23/01/2021 23:00,30591
23/01/2021 23:30,29693
24/01/2021 00:00,29607
24/01/2021 00:30,29832
24/01/2021 01:00,29463
24/01/2021 01:30,29087
24/01/2021 02:00,28880
24/01/2021 02:30,28707
24/01/2021 03:00,28399
24/01/2021 03:30,28194
24/01/2021 04:00,27922
24/01/2021 04:30,27573
24/01/2021 05:00,27713
24/01/2021 05:30,27833
24/01/2021 06:00,28523
24/01/2021 06:30,29074
24/01/2021 07:00,29350
24/01/2021 07:30,29980
24/01/2021 08:00,31019
24/01/2021 08:30,32566
24/01/2021 09:00,34328
24/01/2021 09:30,35579
24/01/2021 10:00,36377
24/01/2021 10:30,36837
24/01/2021 11:00,37443
24/01/2021 11:30,38167
24/01/2021 12:00,39056
24/01/2021 12:30,39129
24/01/2021 13:00,39152
24/01/2021 13:30,38873
24/01/2021 14:00,39139
24/01/2021 14:30,38995
24/01/2021 15:00,39312
24/01/2021 15:30,39980
24/01/2021 16:00,41115
24/01/2021 16:30,43150
24/01/2021 17:00,44259
24/01/2021 17:30,44094
24/01/2021 18:00,43510
24/01/2021 18:30,42646
24/01/2021 19:00,41606
24/01/2021 19:30,40165
24/01/2021 20:00,38962
24/01/2021 20:30,37475
24/01/2021 21:00,36062
24/01/2021 21:30,34546
24/01/2021 22:00,32681
24/01/2021 22:30,31248
24/01/2021 23:00,29826
24/01/2021 23:30,29016
25/01/2021 00:00,28691
25/01/2021 00:30,29321
25/01/2021 01:00,29218
25/01/2021 01:30,28654
25/01/2021 02:00,28534
25/01/2021 02:30,28369
25/01/2021 03:00,27826
25/01/2021 03:30,27641
25/01/2021 04:00,27599
25/01/2021 04:30,27735
25/01/2021 05:00,27758
25/01/2021 05:30,28420
25/01/2021 06:00,30266
25/01/2021 06:30,32827
25/01/2021 07:00,36908
25/01/2021 07:30,38855
25/01/2021 08:00,39762
25/01/2021 08:30,40805
25/01/2021 09:00,41372
25/01/2021 09:30,41195
25/01/2021 10:00,41403
25/01/2021 10:30,41011
25/01/2021 11:00,40532
25/01/2021 11:30,40219
25/01/2021 12:00,40446
25/01/2021 12:30,40330
25/01/2021 13:00,39747
25/01/2021 13:30,39330
25/01/2021 14:00,39675
25/01/2021 14:30,39785
25/01/2021 15:00,41030
25/01/2021 15:30,42151
25/01/2021 16:00,42678
25/01/2021 16:30,44227
25/01/2021 17:00,45676
25/01/2021 17:30,45836
25/01/2021 18:00,45209
25/01/2021 18:30,44715
25/01/2021 19:00,43512
25/01/2021 19:30,41954
25/01/2021 20:00,40761
25/01/2021 20:30,39458
25/01/2021 21:00,37760
25/01/2021 21:30,36045
25/01/2021 22:00,34069
25/01/2021 22:30,32296
25/01/2021 23:00,30638
25/01/2021 23:30,29410
26/01/2021 00:00,29306
26/01/2021 00:30,29884
26/01/2021 01:00,29939
26/01/2021 01:30,29480
26/01/2021 02:00,29300
26/01/2021 02:30,29225
26/01/2021 03:00,28841
26/01/2021 03:30,28590
26/01/2021 04:00,28380
26/01/2021 04:30,28382
26/01/2021 05:00,28306
26/01/2021 05:30,29372
26/01/2021 06:00,31601
26/01/2021 06:30,33887
26/01/2021 07:00,36204
26/01/2021 07:30,37861
26/01/2021 08:00,40378
26/01/2021 08:30,41811
26/01/2021 09:00,42848
26/01/2021 09:30,43011
26/01/2021 10:00,42885
26/01/2021 10:30,42968
26/01/2021 11:00,43048
26/01/2021 11:30,43167
26/01/2021 12:00,44098
26/01/2021 12:30,44292
26/01/2021 13:00,44141
26/01/2021 13:30,43717
26/01/2021 14:00,43528
26/01/2021 14:30,43200
26/01/2021 15:00,43228
26/01/2021 15:30,43503
26/01/2021 16:00,43975
26/01/2021 16:30,44861
26/01/2021 17:00,45471
26/01/2021 17:30,45548
26/01/2021 18:00,45331
26/01/2021 18:30,44508
26/01/2021 19:00,43471
26/01/2021 19:30,42061
26/01/2021 20:00,40456
26/01/2021 20:30,38850
26/01/2021 21:00,37156
26/01/2021 21:30,35257
26/01/2021 22:00,33403
26/01/2021 22:30,31655
26/01/2021 23:00,29903
26/01/2021 23:30,29014
27/01/2021 00:00,28794
27/01/2021 00:30,29110
27/01/2021 01:00,28878
27/01/2021 01:30,28558
27/01/2021 02:00,28385
27/01/2021 02:30,28431
27/01/2021 03:00,28347
27/01/2021 03:30,28022
27/01/2021 04:00,27884
27/01/2021 04:30,28023
27/01/2021 05:00,27840
27/01/2021 05:30,28566
27/01/2021 06:00,30160
27/01/2021 06:30,32658
27/01/2021 07:00,35486
27/01/2021 07:30,37337
27/01/2021 08:00,39387
27/01/2021 08:30,40404
27/01/2021 09:00,41302
27/01/2021 09:30,41320
27/01/2021 10:00,41462
27/01/2021 10:30,41506
27/01/2021 11:00,41689
27/01/2021 11:30,41950
27/01/2021 12:00,42382
27/01/2021 12:30,42512
27/01/2021 13:00,42143
27/01/2021 13:30,41410
27/01/2021 14:00,41115
27/01/2021 14:30,40870
27/01/2021 15:00,40845
27/01/2021 15:30,41444
27/01/2021 16:00,42020
27/01/2021 16:30,43268
27/01/2021 17:00,44393
27/01/2021 17:30,44161
27/01/2021 18:00,43516
27/01/2021 18:30,42774
27/01/2021 19:00,41896
27/01/2021 19:30,40268
27/01/2021 20:00,39130
27/01/2021 20:30,37435
27/01/2021 21:00,35903
27/01/2021 21:30,33963
27/01/2021 22:00,32084
27/01/2021 22:30,30279
27/01/2021 23:00,28542
27/01/2021 23:30,27306
28/01/2021 00:00,27067
28/01/2021 00:30,27450
28/01/2021 01:00,27000
28/01/2021 01:30,26590
28/01/2021 02:00,26744
28/01/2021 02:30,26605
28/01/2021 03:00,26099
28/01/2021 03:30,25516
28/01/2021 04:00,25146
28/01/2021 04:30,24975
28/01/2021 05:00,25548
28/01/2021 05:30,26352
28/01/2021 06:00,27733
28/01/2021 06:30,29563
28/01/2021 07:00,31968
28/01/2021 07:30,33902
28/01/2021 08:00,35897
28/01/2021 08:30,36933
28/01/2021 09:00,37583
28/01/2021 09:30,37657
28/01/2021 10:00,37541
28/01/2021 10:30,37489
28/01/2021 11:00,37577
28/01/2021 11:30,37641
28/01/2021 12:00,38453
28/01/2021 12:30,38420
28/01/2021 13:00,38414
28/01/2021 13:30,37574
28/01/2021 14:00,37436
28/01/2021 14:30,37563
28/01/2021 15:00,38187
28/01/2021 15:30,38996
28/01/2021 16:00,39978
28/01/2021 16:30,41717
28/01/2021 17:00,43029
28/01/2021 17:30,43234
28/01/2021 18:00,42527
28/01/2021 18:30,41602
28/01/2021 19:00,40175
28/01/2021 19:30,38365
28/01/2021 20:00,36892
28/01/2021 20:30,35288
28/01/2021 21:00,33571
28/01/2021 21:30,31795
28/01/2021 22:00,30025
28/01/2021 22:30,28413
28/01/2021 23:00,26891
28/01/2021 23:30,25702
29/01/2021 00:00,25507
29/01/2021 00:30,26029
29/01/2021 01:00,25741
29/01/2021 01:30,25308
29/01/2021 02:00,25549
29/01/2021 02:30,25504
29/01/2021 03:00,25192
29/01/2021 03:30,24986
29/01/2021 04:00,24717
29/01/2021 04:30,24752
29/01/2021 05:00,25084
29/01/2021 05:30,25680
29/01/2021 06:00,27420
29/01/2021 06:30,29573
29/01/2021 07:00,31850
29/01/2021 07:30,33293
29/01/2021 08:00,34930
29/01/2021 08:30,35962
29/01/2021 09:00,36665
29/01/2021 09:30,36815
29/01/2021 10:00,36745
29/01/2021 10:30,36805
29/01/2021 11:00,36652
29/01/2021 11:30,36412
29/01/2021 12:00,36694
29/01/2021 12:30,36579
29/01/2021 13:00,36497
29/01/2021 13:30,36316
29/01/2021 14:00,36593
29/01/2021 14:30,36380
29/01/2021 15:00,37011
29/01/2021 15:30,37459
29/01/2021 16:00,38095
29/01/2021 16:30,39504
29/01/2021 17:00,41362
29/01/2021 17:30,41715
29/01/2021 18:00,41159
29/01/2021 18:30,40073
29/01/2021 19:00,39167
29/01/2021 19:30,37767
29/01/2021 20:00,36634
29/01/2021 20:30,35124
29/01/2021 21:00,33609
29/01/2021 21:30,32316
29/01/2021 22:00,30808
29/01/2021 22:30,29305
29/01/2021 23:00,27600
29/01/2021 23:30,26427
30/01/2021 00:00,26410
30/01/2021 00:30,26810
30/01/2021 01:00,26210
30/01/2021 01:30,25425
30/01/2021 02:00,25502
30/01/2021 02:30,25275
30/01/2021 03:00,24941
30/01/2021 03:30,24498
30/01/2021 04:00,23959
30/01/2021 04:30,23737
30/01/2021 05:00,24349
30/01/2021 05:30,24571
30/01/2021 06:00,25805
30/01/2021 06:30,26188
30/01/2021 07:00,26575
30/01/2021 07:30,27149
30/01/2021 08:00,28131
30/01/2021 08:30,29561
30/01/2021 09:00,31244
30/01/2021 09:30,32048
30/01/2021 10:00,32979
30/01/2021 10:30,33439
30/01/2021 11:00,33896
30/01/2021 11:30,34151
30/01/2021 12:00,34866
30/01/2021 12:30,35015
30/01/2021 13:00,35000
30/01/2021 13:30,34446
30/01/2021 14:00,34360
30/01/2021 14:30,34316
30/01/2021 15:00,34291
30/01/2021 15:30,34755
30/01/2021 16:00,35685
30/01/2021 16:30,37388
30/01/2021 17:00,39876
30/01/2021 17:30,40269
30/01/2021 18:00,39862
30/01/2021 18:30,38800
30/01/2021 19:00,37635
30/01/2021 19:30,36453
30/01/2021 20:00,35172
30/01/2021 20:30,34081
30/01/2021 21:00,32868
30/01/2021 21:30,31791
30/01/2021 22:00,30780
30/01/2021 22:30,29673
30/01/2021 23:00,28299
30/01/2021 23:30,27534
31/01/2021 00:00,27486
31/01/2021 00:30,28000
31/01/2021 01:00,27675
31/01/2021 01:30,27104
31/01/2021 02:00,26938
31/01/2021 02:30,27038
31/01/2021 03:00,26845
31/01/2021 03:30,26513
31/01/2021 04:00,26186
31/01/2021 04:30,25967
31/01/2021 05:00,26128
31/01/2021 05:30,26122
31/01/2021 06:00,26635
31/01/2021 06:30,27225
31/01/2021 07:00,28238
31/01/2021 07:30,28569
31/01/2021 08:00,29482
31/01/2021 08:30,30147
31/01/2021 09:00,31593
31/01/2021 09:30,32701
31/01/2021 10:00,33656
31/01/2021 10:30,34466
31/01/2021 11:00,35403
31/01/2021 11:30,36473
31/01/2021 12:00,37389
31/01/2021 12:30,37965
31/01/2021 13:00,38319
31/01/2021 13:30,37946
31/01/2021 14:00,37911
31/01/2021 14:30,38045
31/01/2021 15:00,38601
31/01/2021 15:30,39186
31/01/2021 16:00,40472
31/01/2021 16:30,42342
31/01/2021 17:00,44049
31/01/2021 17:30,44318
31/01/2021 18:00,43381
31/01/2021 18:30,41993
31/01/2021 19:00,40290
31/01/2021 19:30,38613
31/01/2021 20:00,37535
31/01/2021 20:30,36216
31/01/2021 21:00,34826
31/01/2021 21:30,33376
31/01/2021 22:00,31866
31/01/2021 22:30,30581
31/01/2021 23:00,29169
31/01/2021 23:30,28363
